"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PLL","Piedmont Lithium Limited","5.2","$42.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pll",
"PIRS","Pieris Pharmaceuticals, Inc.","2.69","$140.45M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pirs",
"PPC","Pilgrim&#39;s Pride Corporation","19.43","$4.84B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/ppc",
"PDD","Pinduoduo Inc.","44.46","$51.73B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pdd",
"PME","Pingtan Marine Enterprise Ltd.","0.93","$73.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pme",
"PNFP","Pinnacle Financial Partners, Inc.","38.87","$2.97B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnfp",
"PT","Pintec Technology Holdings Limited","1.26","$50.01M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pt",
"PBFS","Pioneer Bancorp, Inc.","8.72","$226.53M","2019","Finance","Banks","https://old.nasdaq.com/symbol/pbfs",
"PPSI","Pioneer Power Solutions, Inc.","1.3","$11.34M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/ppsi",
"PXLW","Pixelworks, Inc.","4.05","$158.95M","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/pxlw",
"PLYA","Playa Hotels & Resorts N.V.","2.57","$331.98M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plya",
"PLXS","Plexus Corp.","58.22","$1.71B","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","4.52","$1.38B","1999","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","16.67","$86.28M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","14.39","$2.05B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","8.44","$150.75M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/psti",
"PSTV","PLUS THERAPEUTICS, Inc.","1.5","$5.82M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pstv",
"PSTVZ","PLUS THERAPEUTICS, Inc.","0.008","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pstvz",
"PLXP","PLx Pharma Inc.","2.48","$22.71M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/plxp",
"PCOM","Points International, Ltd.","9.54","$125.88M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","1.165","$11.82M","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pola",
"PTE","PolarityTE, Inc.","1.15","$44.11M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pte",
"POLY","PolyPid Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/poly",
"POOL","Pool Corporation","198.78","$8B","1995","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/pool",
"POPE","Pope Resources","103.7","$452.88M","n/a","Consumer Non-Durables","Environmental Services","https://old.nasdaq.com/symbol/pope",
"BPOP","Popular, Inc.","35.19","$3.12B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","25.1856","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","25.3","$303.6M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopn",
"KCAPL","Portman Ridge Finance Corporation","20.437","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kcapl",
"PTMN","Portman Ridge Finance Corporation","1.03","$46.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptmn",
"PTLA","Portola Pharmaceuticals, Inc.","6.41","$500.5M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptla",
"PPHI","Positive Physicians Holdings, Inc.","10.665","$38.56M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pphi",
"PBPB","Potbelly Corporation","3.6","$85.1M","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pbpb",
"PCH","PotlatchDeltic Corporation","31.04","$2.09B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","23.36","$270.91M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","95.41","$2.83B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/powi",
"PBTS","Powerbridge Technologies Co., Ltd.","2.75","$24.52M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/pbts",
"PWFL","PowerFleet, Inc.","4.64","$132.88M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/pwfl",
"PPD","PPD, Inc.","22.25","$7.76B","2020","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/ppd",
"PRAA","PRA Group, Inc.","26.52","$1.2B","2002","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","89.7","$5.71B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/prah",
"PGEN","Precigen, Inc.","2.94","$498.83M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pgen",
"PRPO","Precipio, Inc.","0.625","$5.7M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/prpo",
"DTIL","Precision BioSciences, Inc.","7.22","$371.22M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/dtil",
"POAI","Predictive Oncology Inc.","1.44","$8.92M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/poai",
"PFBC","Preferred Bank","33.51","$499.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","46.25","$232.02M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","11.76","$172.38M","1996","Finance","Major Banks","https://old.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","33.13","$2.35B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pinc",
"PBIO","Pressure BioSciences, Inc.","2.15","$2.37M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbio",
"PRVL","Prevail Therapeutics Inc.","14.28","$487.96M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/prvl",
"PRGX","PRGX Global, Inc.","3.12","$74.14M","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","62","$1.9B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/psmt",
"PNRG","PrimeEnergy Resources Corporation","65.08","$130.51M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","9.66","$1.51B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","14.75","$711.75M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/prim",
"PVAL","Principal Contrarian Value Index ETF","20.6492","$3.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pval",
"PFG","Principal Financial Group Inc","30.535","$8.35B","2001","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/pfg",
"BTEC","Principal Healthcare Innovators Index ETF","37.0042","$57.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/btec",
"PDEV","Principal International Multi-Factor Core Index ETF","19.757","$13.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdev",
"GENY","Principal Millennials Index ETF","35.6011","$21.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","36.33","$16.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","24.4","$10.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/py",
"PMOM","Principal Sustainable Momentum Index ETF","25.0122","$3.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pmom",
"PLC","Principal U.S. Large-Cap Multi-Factor Core Index ETF","22.6","$5.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plc",
"USMC","Principal U.S. Mega-Cap Multi-Factor Index ETF","28.88","$1.41B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usmc",
"PSC","Principal U.S. Small-Cap Multi-Factor Index ETF","23.5143","$284.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psc",
"PSM","Principal U.S. Small-MidCap Multi-Factor Core Index ETF","17.3575","$6.94M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psm",
"PRNB","Principia Biopharma Inc.","67.36","$2.22B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prnb",
"PRTH","Priority Technology Holdings, Inc.","1.76","$118.03M","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/prth",
"UFO","Procure Space ETF","18.27","$15.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ufo",
"PDEX","Pro-Dex, Inc.","17.62","$68.24M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","0.91","$8.13M","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ipdn",
"PFHD","Professional Holding Corp.","15","$203.21M","2020","Finance","Major Banks","https://old.nasdaq.com/symbol/pfhd",
"PAAC","Proficient Alpha Acquisition Corp.","10.18","$147.27M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paac",
"PAACR","Proficient Alpha Acquisition Corp.","0.165","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paacr",
"PAACU","Proficient Alpha Acquisition Corp.","10.32","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paacu",
"PAACW","Proficient Alpha Acquisition Corp.","0.05","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paacw",
"PFIE","Profire Energy, Inc.","0.73","$34.8M","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/pfie",
"PROF","Profound Medical Corp.","11.84","$190.38M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/prof",
"PGNX","Progenics Pharmaceuticals Inc.","4.09","$354.18M","1997","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","37.75","$1.69B","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/prgs",
"PGNY","Progyny, Inc.","22.99","$1.95B","2019","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/pgny",
"LUNG","ProLung, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lung",
"PFPT","Proofpoint, Inc.","119.04","$6.79B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","1.8","$20.85M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prph",
"PTAC","PropTech Acquisition Corporation","9.85","$212.39M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ptac",
"PTACU","PropTech Acquisition Corporation","9.9","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ptacu",
"PTACW","PropTech Acquisition Corporation","0.75","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ptacw",
"PRQR","ProQR Therapeutics N.V.","5.07","$252.21M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prqr",
"EQRR","ProShares Equities for Rising Rates ETF","25.56","$1.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","61.135","$158.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bib",
"TQQQ","ProShares UltraPro QQQ","66.73","$5.02B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tqqq",
"SQQQ","ProShares UltraPro Short QQQ","12.61","$1.24B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","10.2","$12.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","4.17","$1.53B","2004","n/a","n/a","https://old.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","7.21","$196.79M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptgx",
"PTVCA","Protective Insurance Corporation","14.585","$207.69M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","12.89","$183.56M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvcb",
"PTI","Proteostasis Therapeutics, Inc.","1.43","$74.57M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","11.86","$473.35M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prta",
"PRVB","Provention Bio, Inc.","11.85","$565.39M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prvb",
"PVBC","Provident Bancorp, Inc.","8.24","$160.48M","2015","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","13.7","$102.52M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","12.04","$107.1M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/pbip",
"PMD","Psychemedics Corporation","5.95","$32.83M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","66.66","$7.7B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","49.78","$3.12B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptct",
"PHCF","PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.","2.39","$27.5M","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/phcf",
"PULM","Pulmatrix, Inc.","1.25","$25.65M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","6.89","$143.79M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","9.65","$379.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbyi",
"PACQ","Pure Acquisition Corp.","10.48","$481.73M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacq",
"PACQU","Pure Acquisition Corp.","10.4","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacqu",
"PACQW","Pure Acquisition Corp.","1.01","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacqw",
"PCYO","Pure Cycle Corporation","10.09","$240.66M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/pcyo",
"PRPL","Purple Innovation, Inc.","9.44","$508.71M","2015","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/prpl",
"PUYI","Puyi Inc.","6.01","$362.49M","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/puyi",
"PXS","Pyxis Tankers Inc.","0.802","$17.14M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/pxs",
"QK","Q&K International Group Limited","12.5","$598.34M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/qk",
"QADA","QAD Inc.","39.86","$814.5M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","27.06","$552.94M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","27.65","$438.35M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","40.56","$9.24B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","12.46","$781.4M","2013","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","86.27","$9.98B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","76.17","$87.07B","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/qcom",
"QBAK","Qualstar Corporation","1.75","$3.37M","2000","Technology","Electronic Components","https://old.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","106.13","$4.15B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qlys",
"QTRX","Quanterix Corporation","23.7","$663.95M","2017","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/qtrx",
"QMCO","Quantum Corporation","3.8","$151.46M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/qmco",
"QRHC","Quest Resource Holding Corporation","1.35","$20.75M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","3.08","$25.81M","1999","Technology","Semiconductors","https://old.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","107.87","$4.53B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/qdel",
"QNST","QuinStreet, Inc.","8.26","$427.02M","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","2.28","$30.91M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qumu",
"QTNT","Quotient Limited","6.51","$522.83M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/qtnt",
"QRTEA","Qurate Retail, Inc.","7.61","$3.17B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qrtea",
"QRTEB","Qurate Retail, Inc.","7.6","$3.17B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qrteb",
"QTT","Qutoutiao Inc.","2.91","$757.93M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/qtt",
"RRD","R.R. Donnelley & Sons Company","1.12","$79.89M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/rrd",
"RCM","R1 RCM Inc.","9.55","$1.09B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/rcm",
"RADA","RADA Electronic Industries Ltd.","4.28","$185.7M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","6.74","$93.58M","1997","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/rdcm",
"RDUS","Radius Health, Inc.","15.5","$716.37M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","12.56","$636.72M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","21.7","$1.01B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rdwr",
"METC","Ramaco Resources, Inc.","2.86","$117.12M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/metc",
"RMBS","Rambus, Inc.","12.36","$1.4B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","2.12","$31.07M","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/rand",
"RNDB","Randolph Bancorp, Inc.","8.81","$49.05M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/rndb",
"RPD","Rapid7, Inc.","44.92","$2.26B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rpd",
"RAPT","RAPT Therapeutics, Inc.","15.9","$386.92M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rapt",
"RTLR","Rattler Midstream LP","5.5","$833.33M","2019","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/rtlr",
"RAVE","Rave Restaurant Group, Inc.","0.775","$11.72M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","21.3","$762.12M","n/a","Capital Goods","Specialty Chemicals","https://old.nasdaq.com/symbol/ravn",
"RBB","RBB Bancorp","13.44","$268.27M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/rbb",
"ROLL","RBC Bearings Incorporated","124.87","$3.13B","2005","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","9.15","$84.71M","1995","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","1.36","$17.84M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","4.29","$93.17M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","15.35","$333.37M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/rdib",
"BLCN","Reality Shares Nasdaq NextGen Economy ETF","23.3316","$55.41M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/blcn",
"RNWK","RealNetworks, Inc.","0.8","$30.58M","1997","Technology","EDP Services","https://old.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","60.66","$5.74B","2010","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rp",
"RETA","Reata Pharmaceuticals, Inc.","149.33","$4.96B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/reta",
"RCON","Recon Technology, Ltd.","2.32","$10.7M","2009","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","8","$187.64M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/reph",
"RRBI","Red River Bancshares, Inc.","33","$241.64M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/rrbi",
"RRGB","Red Robin Gourmet Burgers, Inc.","11.73","$151.11M","2002","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","9.97","$1.17B","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/rrr",
"RDVT","Red Violet, Inc.","21.82","$252.89M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rdvt",
"RDFN","Redfin Corporation","18.36","$1.79B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/rdfn",
"RDHL","Redhill Biopharma Ltd.","6.33","$223.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdhl",
"RBZ","Reebonz Holding Limited","0.375","$2.33M","2017","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/rbz",
"REED","Reeds, Inc.","0.3995","$19.01M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/reed",
"REG","Regency Centers Corporation","38.66","$6.56B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/reg",
"REGN","Regeneron Pharmaceuticals, Inc.","568.79","$62.58B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","34.72","$1.29B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rgnx",
"RGLS","Regulus Therapeutics Inc.","0.494","$10.39M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rgls",
"REKR","Rekor Systems, Inc.","3.42","$77.87M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/rekr",
"RBNC","Reliant Bancorp, Inc.","11.39","$185.92M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rbnc",
"RELV","Reliv&#39; International, Inc.","2.99","$5.22M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/relv",
"RLMD","Relmada Therapeutics, Inc.","34.87","$520.95M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rlmd",
"MARK","Remark Holdings, Inc.","0.3705","$21.28M","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","23.23","$1.31B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","22.46","$876.25M","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/regi",
"RCII","Rent-A-Center Inc.","17.8","$983.1M","1995","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/rcii",
"RPAY","Repay Holdings Corporation","14.83","$584.12M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rpay",
"RGEN","Repligen Corporation","105.61","$5.5B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rgen",
"REPL","Replimune Group, Inc.","12.78","$468.33M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/repl",
"KRMD","Repro Med Systems, Inc.","10.87","$431.39M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/krmd",
"RBCAA","Republic Bancorp, Inc.","31.24","$654.42M","1998","Finance","Major Banks","https://old.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","2.01","$118.29M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","2.39","$75.07M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/refr",
"RSSS","Research Solutions, Inc","2.92","$71.68M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rsss",
"RESN","Resonant Inc.","1.7","$89.16M","2014","Technology","Semiconductors","https://old.nasdaq.com/symbol/resn",
"RGP","Resources Connection, Inc.","10.22","$328.52M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rgp",
"TORC","resTORbio, Inc.","1.18","$43.01M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/torc",
"ROIC","Retail Opportunity Investments Corp.","8.11","$947.21M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/roic",
"RETO","ReTo Eco-Solutions, Inc.","0.5189","$11.81M","2017","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/reto",
"RTRX","Retrophin, Inc.","14.48","$624.81M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","16.03","$914.19M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rvnc",
